鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區南順六街２５號十二樓,12.02,都市：其他:商業區,,,1100822,土地1建物1車位1,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850528,141.87,3,2,2,有,有,7300000,51456,坡道平面,0.0,0,,RPPOMLOKRHGGFEH68EA,74.06,13.24,0.0,有,
蘆竹區,房地(土地+建物),桃園市蘆竹區奉化路１０４巷１７號,17.78,都市：其他:住宅區,,,1100809,土地1建物1車位0,一層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840125,122.15,4,2,2,有,有,6200000,50757,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPOQMLPKRHGGFEH88EA,87.07,10.3,0.0,有,317
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區光明路二段２２號三樓,30.13,都市：其他:住宅區,,,1100725,土地1建物1車位1,三層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0941108,152.24,3,2,2,有,有,10420000,68445,坡道平面,0.0,0,陽台外推；,RPVQMLPKRHGGFEH96EA,75.06,9.01,0.0,有,
大園區,土地,內海墘段47-9地號,19.25,,一般農業區,農牧用地,1100906,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,145578,7562,,0.0,0,,RPPNMLQKRHGGFEH78EA,0.0,0.0,0.0,無,051
平鎮區,房地(土地+建物)+車位,桃園市平鎮區南華街１７９巷２號,171.12,都市：其他:農業區,,,1100822,土地3建物1車位1,全,四層,透天厝,住宅（附屬停車空間，附屬樓梯間）,鋼筋混凝土造,1000928,392.14,5,3,5,有,有,20220000,51563,一樓平面,0.0,0,其他增建；,RPSOMLOKRHGGFGH56EA,350.72,39.55,0.0,無,319
八德區,房地(土地+建物)+車位,桃園市八德區仁德二路２６號十三樓,14.3,都市：其他:第二種住宅區,,,1100816,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020823,109.4,1,1,1,有,有,6250000,70183,坡道平面,38.87,1300000,陽台外推；其他增建；,RPUOMLOKRHGGFFH66EA,34.08,13.69,0.0,有,320
八德區,房地(土地+建物),桃園市八德區永福街一段１１４巷４號,51.21,都市：其他:住宅區,,,1100718,土地1建物1車位0,全,一層,透天厝,住家用,磚造,0621215,37.35,2,1,1,有,無,2700000,72289,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVOMLQKRHGGFFH96EA,37.35,0.0,0.0,無,
八德區,房地(土地+建物)+車位,桃園市八德區中山路１４９號十四樓之３,28.36,都市：其他:第二種住宅區,,,1100727,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021115,162.0,3,2,2,有,有,9600000,59259,坡道平面,0.0,0,,RPTNMLPKRHGGFFH56EA,89.56,8.99,0.0,有,321
平鎮區,土地,賦北段909地號,86.75,都市：其他:農業區,,,1100805,土地10建物0車位0,,,其他,,,,0.0,0,0,0,有,無,585000,6744,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；農作物；,RPTNMLOLQHGGFGH56EA,0.0,0.0,0.0,無,
楊梅區,土地,大平段515地號,241.47,都市：其他:住宅區,,,1100825,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9349718,38720,,0.0,0,,RPQQMLNKRHGGFDH78EA,0.0,0.0,0.0,無,
